"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SELENOT2",3.22281161389224e-100,1.68489629525026,0.864,0.109,6.35458846812686e-94,"10","SELENOT"
"APH1A",3.87489051011604e-100,2.04350590509065,0.951,0.146,7.64032698799283e-94,"10","APH1A"
"gene96301",4.05317640791627e-100,1.98235417946715,0.926,0.135,7.99186274183813e-94,"10","gene9630"
"ZFPL11",4.48782770863866e-100,1.73394642481951,0.864,0.113,8.8488877479914e-94,"10","ZFPL1"
"gene67271",4.77758066725224e-100,1.71653709962374,0.877,0.113,9.42020901339661e-94,"10","gene6727"
"DNA21",4.80340024504187e-100,1.67413686828602,0.901,0.12,9.47111884336205e-94,"10","DNA2"
"gene131163",5.64262538158745e-100,2.36184348941792,0.938,0.148,1.11258635240212e-93,"10","gene13116"
"gene51581",7.8834049840109e-100,1.61304823826393,0.889,0.121,1.55441274274384e-93,"10","gene5158"
"gene63322",7.90914903572407e-100,2.10094673468511,0.864,0.114,1.5594888338636e-93,"10","gene6332"
"RABEP14",8.42776955771351e-100,1.97298092088903,0.951,0.147,1.66174799087303e-93,"10","RABEP1"
"gene48302",8.84009477379905e-100,1.76465744766304,0.926,0.136,1.74304833905226e-93,"10","gene4830"
"gene27242",1.00027220207449e-99,2.04067422408398,0.901,0.126,1.97228971525699e-93,"10","gene2724"
"gene52481",1.17873495723107e-99,1.65337146448431,0.889,0.119,2.32417418812523e-93,"10","gene5248"
"TBC1D71",1.31545174283034e-99,1.69740257713668,0.852,0.108,2.59374592028096e-93,"10","TBC1D7"
"PRPF83",1.61195529029068e-99,1.81500789929988,0.914,0.13,3.17837767949652e-93,"10","PRPF8"
"LRPAP11",2.15953330063727e-99,1.88560404899408,0.926,0.136,4.25806626413144e-93,"10","LRPAP1"
"gene137431",2.41340140280096e-99,1.6868780108499,0.864,0.111,4.75863145617701e-93,"10","gene13743"
"MCM6",3.89459988874808e-99,2.39090038167785,0.938,0.142,7.67918901443869e-93,"10","MCM6"
"gene77282",7.23380592084181e-99,2.16785061085066,0.926,0.135,1.42632785258376e-92,"10","gene7728"
"gene62721",8.4462861606899e-99,1.94356316440608,0.877,0.12,1.66539900761988e-92,"10","gene6272"
"gene139663",8.62623043733233e-99,1.70757264343613,0.914,0.127,1.70087957435013e-92,"10","gene13966"
"gene80752",9.79993055806941e-99,1.81587640005782,0.889,0.122,1.9323042477665e-92,"10","gene8075"
"BIRC52",1.18557246662302e-98,2.32294268778512,0.938,0.147,2.33765606778135e-92,"10","BIRC5"
"gene119001",1.91679986819149e-98,1.80338460307201,0.852,0.11,3.77945589050617e-92,"10","gene11900"
"PRMT8",2.20468682758884e-98,1.78329196136271,0.926,0.139,4.34709786635878e-92,"10","PRMT8"
"HMCES1",4.45862743371203e-98,2.2085179540458,0.852,0.111,8.79131201830399e-92,"10","HMCES"
"gene28951",6.56211231437561e-98,1.42279023748148,0.864,0.113,1.29388646422071e-91,"10","gene2895"
"gene120211",8.39760180646882e-98,2.09813293206237,0.889,0.129,1.65579965547103e-91,"10","gene12021"
"gene39111",1.21081258658747e-97,1.52904732036184,0.852,0.11,2.38742335004161e-91,"10","gene3911"
"gene131221",1.90055013406872e-97,2.39675803981331,0.901,0.135,3.7474154285004e-91,"10","gene13122"
"gene5265",2.17249510509582e-97,1.42520751849757,0.852,0.108,4.283623740958e-91,"10","gene5265"
"gene127051",4.87173693186609e-97,2.36503983992185,0.926,0.149,9.60586191061777e-91,"10","gene12705"
"fidipidine2",8.95381932939484e-97,1.63332047712694,0.914,0.137,1.76547201241923e-90,"10","fidipidine"
"gene103311",1.71361868593486e-96,1.69884888807575,0.877,0.122,3.37883278484812e-90,"10","gene10331"
"DCTN62",1.83081221408117e-96,2.10891844504211,0.901,0.132,3.60990947555118e-90,"10","DCTN6"
"UCKL12",2.26224684939286e-96,1.70426004278157,0.926,0.14,4.46059201203092e-90,"10","UCKL1"
"gene58493",2.5114555968271e-96,1.77356824145545,0.864,0.116,4.95197010741062e-90,"10","gene5849"
"RMND1.11",2.55125604541154e-96,1.9943863763373,0.864,0.119,5.03044676130833e-90,"10","RMND1.1"
"SNRNP401",2.80185578834626e-96,1.87394891221681,0.877,0.123,5.52456755623911e-90,"10","SNRNP40"
"MRPL241",2.85119717327115e-96,1.73894390325088,0.852,0.111,5.62185657998891e-90,"10","MRPL24"
"gene69772",2.99777681017658e-96,1.86075587684706,0.864,0.118,5.9108754187961e-90,"10","gene6977"
"gene73881",3.65580703069798e-96,1.59968849796498,0.864,0.113,7.20834848019984e-90,"10","gene7388"
"gene11782",3.67561731997788e-96,2.5733115858998,0.877,0.128,7.24740947751835e-90,"10","gene1178"
"gene28691",4.40727303239491e-96,1.66870745342773,0.889,0.129,8.69005382344375e-90,"10","gene2869"
"GTF2E11",5.0547964289531e-96,2.1635510883073,0.877,0.131,9.96681002317757e-90,"10","GTF2E1"
"gene105171",6.59530847948281e-96,1.88720236172174,0.926,0.144,1.30043192803457e-89,"10","gene10517"
"gene103211",7.87360312366936e-96,1.77387375921203,0.926,0.14,1.55248005799044e-89,"10","gene10321"
"gene5628",1.19588614601079e-95,1.94924486929753,0.877,0.127,2.35799209605522e-89,"10","gene5628"
"gene45093",1.37244141499901e-95,1.70979972529898,0.914,0.135,2.70611547734854e-89,"10","gene4509"
"gene102802",1.40343737768672e-95,2.21770283996986,0.926,0.147,2.76723185976593e-89,"10","gene10280"
"gene45971",1.64967563633289e-95,1.57621211832537,0.877,0.119,3.25275288496629e-89,"10","gene4597"
"EXOC52",2.8796579931162e-95,1.747095533684,0.889,0.129,5.67797428690085e-89,"10","EXOC5"
"gene68362",2.89303825309865e-95,1.69939586494537,0.852,0.114,5.70435685466201e-89,"10","gene6836"
"gene127721",5.81815233264603e-95,1.5522097877981,0.889,0.123,1.14719593163518e-88,"10","gene12772"
"TDP11",8.98266421742004e-95,1.71003634113314,0.889,0.125,1.77115951186906e-88,"10","TDP1"
"METTL61",1.01385225067407e-94,1.53303584512117,0.852,0.111,1.99906621682336e-88,"10","METTL6"
"FIS13",1.1986387563462e-94,1.89600920217093,0.914,0.139,2.36341956374189e-88,"10","FIS1"
"SLC25A191",1.22919067617816e-94,2.2286576893162,0.901,0.139,2.42366040332632e-88,"10","SLC25A19"
"gene9640",1.37191918100105e-94,1.76371389299181,0.864,0.121,2.70508576089637e-88,"10","gene9640"
"gene10745",2.04522593061551e-94,1.84364321000856,0.864,0.122,4.03268036436893e-88,"10","gene10745"
"gene57871",2.1188175253785e-94,2.33857725413044,0.889,0.136,4.17778481211764e-88,"10","gene5787"
"MED312",3.41329961943735e-94,2.03505558688964,0.914,0.138,6.73018376452446e-88,"10","MED31"
"gene96563",6.5382761311935e-94,2.59839942081817,0.889,0.138,1.28918655765092e-87,"10","gene9656"
"gene67402",6.58033084120876e-94,2.08489957435918,0.914,0.148,1.29747870771459e-87,"10","gene6740"
"gene20881",1.26881921567279e-93,1.70103602531828,0.889,0.131,2.50179809496047e-87,"10","gene2088"
"COQ42",1.43862081459299e-93,1.84218519298775,0.914,0.145,2.83660490703617e-87,"10","COQ4"
"HUS13",1.66966076352093e-93,2.02543840391386,0.889,0.134,3.29215861945468e-87,"10","HUS1"
"NCAPG1",1.8465078430313e-93,1.47810714452124,0.877,0.123,3.64085737902049e-87,"10","NCAPG"
"gene69441",2.15060368397934e-93,2.04638449755823,0.889,0.137,4.24045926569732e-87,"10","gene6944"
"POLR3H2",6.07381998645128e-93,1.92465541035247,0.877,0.13,1.19760727797453e-86,"10","POLR3H"
"gene50411",8.61465809943465e-93,1.56595661636353,0.889,0.126,1.69859779515346e-86,"10","gene5041"
"gene77351",9.19620826089752e-93,1.64797754758898,0.852,0.119,1.81326512270495e-86,"10","gene7735"
"gene137092",1.28432067252704e-92,1.69400492118041,0.877,0.128,2.53236313901721e-86,"10","gene13709"
"SLC38A101",4.94588315470755e-92,1.9783652515611,0.877,0.135,9.75205994794408e-86,"10","SLC38A10"
"gene57932",5.79761733680655e-92,2.31437593608945,0.877,0.132,1.14314693767003e-85,"10","gene5793"
"gene55672",6.42107793825016e-92,1.89044073578829,0.926,0.148,1.26607796879786e-85,"10","gene5567"
